test_index,matched_train_index,max_cosine_similarity,test_label,matched_train_label,test_text_preview,matched_train_text_preview
2107,8386,0.7024120814962803,1,1,Judge raises doubts over suit against Trump on foreign payments NEW YORK (Reuters) - A federal judge in New York voiced skepticism on Wednesday over whether groups and individuals should be able to proceed with a lawsuit against President Donald Trum,"In victory for Trump, judge tosses suit on foreign payments NEW YORK (Reuters) - A federal judge in New York on Thursday threw out a lawsuit that had accused President Donald Trump of violating the U.S. Constitution by accepting foreign payments thro"
804,24373,0.7022512495165756,1,1,"As Trump riles China, Taiwan tallies defense costs TAIPEI (Reuters) - Before getting too carried away with Taiwan’s elevated status under a Donald Trump presidency, President Tsai Ing-wen might want to check her bank balance. Trump’s suggestion that ","Taiwan to boost defense spending, U.S. concerned over possible military imbalance: official media TAIPEI (Reuters) - Taiwan will increase future defense spending by two percent each year, President Tsai Ing-wen said during a visit to Hawaii where the"
117,14584,0.7021455145259107,1,1,"Turnout high as Iraqi Kurds defy threats to hold independence vote ERBIL/SULAIMANIYA, Iraq (Reuters) - Kurds voted in large numbers in an independence referendum in northern Iraq on Monday, ignoring pressure from Baghdad, threats from Turkey and Iran","Kurds press historic independence vote despite regional fears ERBIL, Iraq (Reuters) - Iraqi Kurds are expected to vote for independence in a referendum on Monday that neighboring countries and Western powers fear could break up the country and stir b"
1678,26978,0.7015483077464014,1,1,"U.S. lawmakers seek missing information in review of Monsanto weedkiller LONDON, (Reuters) - The chairman of a congressional committee has asked the U.S. National Institutes of Health (NIH) to explain why its National Cancer Institute (NCI) failed to","Exclusive: Congressional committee questions operation of WHO cancer agency LONDON, (Reuters) - Two influential U.S. Congressmen have asked the World Health Organization’s cancer agency to get ready to testify about its work assessing if substances c"
1276,4368,0.7015143287021075,0,0,"Fox News Gets Bad News As Advertisers Start Dumping Bill O’Reilly Over Sexual Harassment Pay-Offs Fox News is now probably regretting their decision to keep Bill O Reilly instead of Megyn Kelly.Earlier this week, it was revealed that Bill O Reilly an","YOU’RE FIRED: Fox News Is Finally Kicking Trump Pal Bill O’Reilly To The Curb And It’s About Damn Time For decades, Bill O Reilly has poisoned the airwaves with his racism, sexism, and right-wing rhetoric on Fox News. Not anymore.The exodus of advert"
2964,14575,0.7010041009048481,1,1,"Factbox: Trump on Twitter (Feb 1) - Rex Tillerson, Iran, Australia The following bullet points are from the U.S. President Donald Trump’s Twitter accounts (@realDonaldTrump and @POTUS). Reuters has not edited the tweets. @realDonaldTrump : -- Source ","Factbox: Trump on Twitter (Jan 19)-Rev. Graham, Washington D.C., Inauguration The following bullet points are from the U.S. President-Elect Donald Trump’s Twitter account. Reuters has not edited the tweets.     -- Source link: (bit.ly/2jBh4LU)"
1449,16109,0.7006548739935594,1,1,"As tricky coalition talks loom, Merkel hopes for regional poll boost BERLIN (Reuters) - Chastened by their worst result since 1949 in September s national election, Chancellor Angela Merkel s conservatives are hoping for victory in a regional vote on","Germany's Merkel suffers state vote setback as coalition talks loom BERLIN/HANOVER (Reuters) - Germany s Social Democrats (SPD) defeated Angela Merkel s conservatives in a vote in the northern state of Lower Saxony on Sunday, a setback for the chance"
688,21778,0.7004839479896942,0,0,"Trump Throws All-Caps Tantrum After Appeals Court’s Unanimous Decision To SHUT DOWN Muslim Ban (TWEETS) If there s one takeaway from Thursday, it s that Donald Trump is probably going to lay in bed in that bathrobe he doesn t own and cry himself to s","The World Mocks Trump After He Threatens Iran With War Via Twitter (TWEETS) Before most of us were awake, Trump was busily focusing on solving the world s problems, diligently working to provide a better life for every American was busy moving his th"
1256,19106,0.7003330343107894,1,1,Austria's conservative shift opens path to power for far right VIENNA (Reuters) - Austria s shift to the right in a parliamentary election has paved the way for young conservative star Sebastian Kurz to become the next leader and opened a path for th,"From Haider to Strache - the FPO's march to respectability in Austria VIENNA (Reuters) - Founded by former Nazis six decades ago, Austria s far-right Freedom Party (FPO) long ago left the political fringes to establish itself as a mainstream party th"
215,14452,0.7002972929317697,1,1,"Trump blasts states for refusing to hand over voter data WASHINGTON (Reuters) - President Donald Trump lashed out on Saturday at the growing number of states refusing to give voters’ names, addresses and sensitive personal information to a commission","Three more states refuse Trump commission's voter data request WASHINGTON (Reuters) - Maryland, Delaware and Louisiana on Monday joined a growing number of U.S. states that have refused to hand over voter data to a commission established by President"
948,24184,0.7002464731827822,1,1,"Britain, EU clinch Brexit 'breakthrough' with move to trade talks BRUSSELS (Reuters) - Britain and the European Union struck a divorce deal on Friday that paves the way for arduous talks on future trade ties, easing immediate pressure on Prime Minist",Countdown to Brexit breakthrough? BRUSSELS (Reuters) - Here is a timeline of the coming few days that will determine whether Britain avoids further costly delays in giving business assurances of a smooth exit from the European Union and of free trade
3480,10234,0.7001937278600857,1,1,"Factbox: Trump on Twitter (Sept 27) - Filibuster rule, Facebook, tax reform The following statements were posted to the verified Twitter accounts of U.S. President Donald Trump, @realDonaldTrump and @POTUS.  The opinions expressed are his own. Reuter","Factbox: Trump on Twitter (September 19) - Venezuela, North Korea, U.N., Mexico The following statements were posted to the verified Twitter accounts of U.S. President Donald Trump, @realDonaldTrump and @POTUS.  The opinions expressed are his own. Re"
1971,490,0.7001839040683348,1,1,French minister believes banks had 'good reasons' to close National Front accounts PARIS (Reuters) - French Finance Minister Bruno Le Maire said on Saturday he believed the banks that closed the accounts of far-right National Front leader Marine Le P,France's Le Pen says victim of 'banking fatwa' over account closures PARIS/NANTERRE (Reuters) - French far-right leader Marine Le Pen accused two banks on Wednesday of launching a  banking fatwa  to silence her National Front party by closing bank ac
2350,8722,0.6999470520514292,1,1,"U.S. military to accept transgender recruits on Monday: Pentagon WASHINGTON (Reuters) - Transgender people will be allowed for the first time to enlist in the U.S. military starting on Monday as ordered by federal courts, the Pentagon said on Friday,","U.S. military must accept transgender recruits by Jan. 1, judge rules (Reuters) - Transgender recruits will be able to join the U.S. military as of Jan. 1 after a federal judge on Monday denied a request by President Donald Trump’s administration to "
1247,13116,0.6995920802196283,1,1,Turkey's military says two Turkish soldiers killed in blast in northern Iraq ANKARA (Reuters) - Two Turkish soldiers were killed and two were wounded late on Monday in northern Iraq in a blast caused by an improvised explosive device planted by Kurdi,"Two Turkish soldiers killed in northern Iraq: military statement ANKARA (Reuters) - Two Turkish soldiers were killed on Monday in northern Iraq by an improvised explosive device, the Turkish Armed Forces said in a statement. The military also said th"
1917,12292,0.6990575493839617,0,1,"Kellyanne Lied When She Said She Said She ‘Misspoke’ About Bowling Green Massacre; Here’s Proof Among the never ending stream of Trump administration lies, one in particular has captured the attention of Twitter. Trump spokesperson Kellyanne Conway p",Trump aide cites 'massacre' that never occurred to defend immigrant ban (Reuters) - A Trump administration aide corrected herself on Friday after being widely criticized for referencing a 2011 “Bowling Green massacre” in Kentucky that never occurred 
1273,22598,0.698893601561654,0,0,"WATCH: War Veteran John McCain DESTROYS Draft-Dodger Trump’s Anthem Protest Whining John McCain is far more qualified to comment on the NFL anthem protests than Donald Trump.After all, McCain spent over five years as a prisoner of war suffering bruta","Trump Declares War On NFL In Early Morning Twitter MELTDOWN Donald Trump is now obsessed with attacking the NFL.On Friday night, Trump demanded that NFL team owners fire any player who kneels during the national anthem to protest racial injustice and"
632,20849,0.6987634923814541,1,1,"China halts oil product exports to North Korea in November as sanctions bite BEIJING (Reuters) - China exported no oil products to North Korea in November, Chinese customs data showed, apparently going above and beyond sanctions imposed earlier this ","U.S. sanctions North Korean missile experts, Russia offers to mediate WASHINGTON/MOSCOW (Reuters) - The United States announced sanctions on two of North Korea s most prominent officials behind its ballistic missile program on Tuesday, while Russia r"
1709,1965,0.698420290174271,1,1,"Zimbabwe's vice president, possible Mugabe successor, says he was poisoned HARARE (Reuters) - Zimbabwe vice president Emmerson Mnangagwa said late on Thursday he had been hospitalized in August because he had been poisoned, raising the political temp","Zimbabwe's Mugabe sacks VP seen as top succession candidate HARARE (Reuters) - Zimbabwe s President Robert Mugabe fired Emmerson Mnangagwa as vice president on Monday for showing  traits of disloyalty , his information minister said, abruptly removin"
1810,18430,0.6983751846222794,1,1,"Islamic State to fight 'till the end' in Raqqa: U.S. coalition spokesman KOBANI, Syria (Reuters) - Islamic State fighters in the Syrian city of Raqqa are expected to fight to the death, but some local militants have surrendered recently as U.S.-backe","Ninety percent of Raqqa retaken from Islamic State - U.S. military WASHINGTON (Reuters) - The U.S. military said on Tuesday that it could only confirm that about 90 percent of the Syrian city of Raqqa had been retaken from Islamic State militants, ev"
752,11074,0.6982917118008268,0,0,"Elizabeth Warren Just DECIMATED Ted Cruz For Whining About His ‘Sacrifices’: BOO HOO (TWEETS) It looks as though Ted Cruz is really proud of himself for everything he believes he is doing for the nation as he is running for president. On Monday, he s","Elizabeth Warren Strikes Back At Trump After He Responds To Her, And It Is EPIC (TWEETS) When dealing with a candidate who has the maturity level of an elementary school student, you re going to have to expect name-calling, and now Donald Trump is no"
3052,16174,0.6978934192986198,0,0,"EP #11: Patrick Henningsen LIVE – ‘Top Trump Trends for 2017’ with guest Gerald Celente Join Patrick every Wednesday at Independent Talk 1100 KFNX and Alternate Current Radio for the very best in news, views and analysis on all top stories domestical","EP #16: Patrick Henningsen LIVE – ‘Official Washington Madness’ with guest Robert Parry Join Patrick every Wednesday at Independent Talk 1100 KFNX and globally at Alternate Current Radio for the very best in news, views and analysis on all top storie"
421,8425,0.6973856266784303,1,1,"EPA inspector general to investigate agency chief's travels to Oklahoma WASHINGTON/NEW YORK (Reuters) - The frequent travels of the head of the U.S. Environmental Protection Agency, Scott Pruitt, to Oklahoma will be investigated following congression","EPA chief spent almost half of spring in home state of Oklahoma (Reuters) - The head of the U.S. Environmental Protection Agency, Scott Pruitt, was in his home state of Oklahoma on at least 43 of the 92 days of March, April and May, according to copi"
808,8984,0.6969974769957276,1,1,"Russian air strikes kill 21 in eastern Syria: monitor BEIRUT (Reuters) - Russian air strikes killed 21 people in a village on the eastern side of the Euphrates River in east Syria, the Syrian Observatory for Human Rights said on Wednesday. The strike","Deadly air strike hits Syrian government-held Deir al-Zor: state TV, monitor BEIRUT (Reuters) - An air raid in the government-held Qusur district of Deir al-Zor city in eastern Syria killed more than a dozen people, Syrian state television and a war "
2691,1746,0.6969107173470347,1,1,"Turkey stops training Iraqi Kurdish peshmerga after independence vote ISTANBUL (Reuters) - Turkey said on Thursday it had stopped training peshmerga forces in northern Iraq in response to a Kurdish independence vote there, whose backers had thrown th","Turkey's border with northern Iraq remains open, for now, minister says ANKARA (Reuters) - Turkey s border with northern Iraq remains open, although that does not mean it will remain so, the Turkish customs minister said on Wednesday, adding the numb"
2971,8294,0.6967170171035711,1,1,"Arab states urge U.S. to abandon Jerusalem move CAIRO (Reuters) - Arab foreign ministers late on Saturday urged the United States to abandon its decision to recognize Jerusalem as Israel s capital, saying the move would increase violence throughout t","Arab states urge U.S. to abandon Jerusalem move: statement CAIRO (Reuters) - Arab foreign ministers on Sunday urged the United States to abandon its decision to recognize Jerusalem as Israel s capital, saying the move would increase violence througho"
2556,13044,0.6965008816484466,1,1,Spanish Supreme Court frees Catalan parliament speaker on bail MADRID (Reuters) - A Spanish judge on Thursday freed on bail the Catalan parliament s speaker and four lawmakers while authorities continue to investigate their roles in Catalonia s banne,Catalan speaker freed on bail but gagged for election campaign MADRID (Reuters) - The Catalan parliament s speaker was released from prison on Friday but the terms she agreed to seem likely to prevent her campaigning on a pro-independence ticket in a
2950,12533,0.6960537609296956,1,1,UKIP's Farage: I can help UK build ties with Trump LONDON (Reuters) - Leading Brexit campaigner Nigel Farage said on Tuesday he was in a good position to help Britain build ties with Donald Trump after the U.S. President-elect tweeted that Farage sho,Britain to Trump: 'No vacancy' for Farage as ambassador LONDON (Reuters) - Britain on Tuesday dismissed U.S. President-elect Donald Trump’s unprecedented expression of support for Brexit campaigner Nigel Farage to be made British ambassador to Washin
353,12292,0.6957672736163183,0,1,WATCH: Kellyanne Conway Blames Muslim Refugees For Massacre That LITERALLY Never Happened Is there some reason that the media feels the need to keep talking to Kellyanne Conway? One would think her time on the news shows was over when she called lies,Trump aide cites 'massacre' that never occurred to defend immigrant ban (Reuters) - A Trump administration aide corrected herself on Friday after being widely criticized for referencing a 2011 “Bowling Green massacre” in Kentucky that never occurred 
3823,687,0.6956404174674962,0,1,"ACTOR JAMES WOODS DESTROYS Leftist TIME For Article Suggesting U.S. LIED About N. Korea Torturing Otto Warmbier Who Died After Returning In A Coma Yesterday, the parents of the now deceased American student from a Cincinnati, OH, suburb, Otto Warmbie","U.S. student held in North Korea died of oxygen starved brain: coroner (Reuters) - An American student who had been imprisoned in North Korea for 17 months died from lack of oxygen and blood to the brain, an Ohio coroner said on Wednesday. Otto Warmb"
3687,16265,0.6956156066640333,1,1,"Key U.S. senators demand answers on Equifax hacking WASHINGTON (Reuters) - Two key U.S. senators on Monday asked Equifax Inc (EFX.N) to answer detailed questions about a breach of information affecting up to 143 million Americans, including whether U",U.S. senator on Equifax hack: 'Somebody needs to go to jail' WASHINGTON (Reuters) - Thirty-six U.S. senators on Tuesday called on federal authorities to investigate the sale of nearly $2 million in shares of credit bureau Equifax Inc by company execu
1685,8445,0.6953502990780626,1,1,"Trump to nominate Richard Grenell to be ambassador to Germany WASHINGTON (Reuters) - President Donald Trump intends to nominate former U.N. spokesman Richard Grenell to be U.S. ambassador to Germany, the White House said on Friday. Grenell served as ","Trump picks former U.N. spokesman Grenell for ambassador to Germany WASHINGTON (Reuters) - President Donald Trump has picked former U.N. spokesman Richard Grenell as U.S. ambassador to Germany, a White House official who spoke on condition of anonymi"
434,23386,0.6947692062174459,1,1,"Iraq steps up retaliation against Kurdish independence vote with dollar ban BAGHDAD (Reuters) - Iraq stopped selling dollars to leading banks in Kurdistan and banned foreign currency transfers to the autonomous region on Tuesday, stepping up its reta","Iraqi Kurds face more sanctions after calling elections ERBIL, Iraq (Reuters) - Iraq s autonomous Kurdistan region announced on Tuesday it was calling presidential and parliamentary elections for Nov. 1 as the Kurdish leadership moved to capitalize o"
719,14158,0.6947657993513249,1,1,"Factbox: Trump on Twitter (August 15) - Luther Strange, Manufacturing Council The following statements were posted to the verified Twitter accounts of U.S. President Donald Trump, @realDonaldTrump and @POTUS.  The opinions expressed are his own. Reut","Factbox: Trump on Twitter (Sept 20) - Graham-Cassidy bill, Luther Strange The following statements were posted to the verified Twitter accounts of U.S. President Donald Trump, @realDonaldTrump and @POTUS.  The opinions expressed are his own. Reuters "
1156,27031,0.6944014889262895,1,1,"Trump administration, states headed for showdown over fuel rules WASHINGTON (Reuters) - The Trump administration and major U.S. states appear to be headed for a showdown over landmark rules aimed at doubling the fuel efficiency of vehicles sold in th",Coalition of 13 states to challenge Trump on vehicle emission standards WASHINGTON (Reuters) - New York State’s attorney general and 12 other top state law enforcement officials said on Friday they would mount a vigorous court challenge to any effort
2982,22178,0.6938981566172632,1,1,Kurdistan region says Iraqi forces preparing major attack in oil-rich Kirkuk BAGHDAD (Reuters) - Iraqi government forces and Iranian-trained Iraqi paramilitaries are  preparing a major attack  on Kurdish forces in the oil-rich  region of Kirkuk and n,"Kurds block Iraqi forces' access to Kirkuk oil fields; Iran shuts border crossings BAGHDAD (Reuters) - Kurdish Peshmerga fighters rejected a warning from an Iraqi paramilitary force to withdraw from a strategic junction south of Kirkuk, which control"
2228,2514,0.6938771986776091,1,1,Britain denies $500 million debt to Iran linked to bid to free jailed aid worker LONDON (Reuters) - Britain said on Thursday that moves toward paying half a billion dollars to Iran for a debt owed since the 1979 Islamic Revolution had nothing to do w,"Britain to pay 400 million-pound debt to Iran soon, Iranian envoy says LONDON (Reuters) - Britain will soon repay a decades-old debt of over 400 million pounds ($527 million) to Iran, the Iranian ambassador said on Friday, adding that the payment was"
2065,12190,0.6937033445055711,1,1,"New Jersey's Christie loses bid to freeze Atlantic City spending ATLANTIC CITY (Reuters) - A New Jersey judge on Friday rejected a bid by Governor Chris Christie’s administration to freeze spending by cash-strapped Atlantic City, which the governor a","New Jersey sues Atlantic City over school money (Reuters) - New Jersey Governor Chris Christie’s administration sued cash-strapped gambling hub Atlantic City on Monday, seeking to freeze city spending until it remits the millions of dollars it owes t"
2605,966,0.6932863800843634,1,1,Peru's Congress passes law to target Odebrecht's partners LIMA (Reuters) - Peru s opposition-ruled Congress voted 55-21 late on Thursday to pass legislation that expands a raft of new financial restrictions to the local partners of scandal-plagued Br,Peru's Kuczynski acknowledges having advised Odebrecht project LIMA (Reuters) - Peruvian President Pedro Pablo Kuczynski acknowledged that he worked as a financial adviser for an irrigation project owned by the Brazilian builder Odebrecht [ODBES.UL] 
839,11683,0.6925308452368754,1,1,"Bangladesh, Myanmar agree to draw up plan for refugee repatriation: minister DHAKA (Reuters) - Bangladesh and Myanmar agreed on Monday to set up a  working group  to plan the repatriation of more than half a million Rohingya Muslim refugees who have ","Rohingya refugees scoff at Myanmar's assurances on going home COX S BAZAR, Bangladesh (Reuters) - Rohingya Muslims in Bangladesh were skeptical on Tuesday about their chances of ever going home to Myanmar, even though the government there has given a"
2646,15177,0.6922110983385019,1,1,"Putin critic Navalny clears first hurdle in bid for Russia presidency MOSCOW (Reuters) - Russian opposition leader Alexei Navalny on Sunday cleared the first hurdle towards taking part in next year s presidential election, even though the central ele",Putin critic Navalny barred from Russian presidential election MOSCOW (Reuters) - Russian opposition leader Alexei Navalny was barred on Monday from running in next year s presidential election after officials ruled he was ineligible to take part due
3145,26157,0.6917266615291857,1,1,"Tunisia rescues 140 migrants off its coast TUNIS (Reuters) - The Tunisian navy rescued 98 Tunisians fleeing to Europe when their boat started to sink off Kerkenah on the southeast coast late on Saturday, the national guard said.  Separately, the army","Tunisia foils the departure of 555 migrants to Europe in September TUNIS (Reuters) - The Tunisian navy has arrested more than 550 Tunisian and African migrants trying to sail to Europe in September, nearly three times more than last month, official d"
3785,15846,0.6915677848540457,1,1,Factbox: U.S. isolated as 128 nations at U.N. condemn Jerusalem decision (Reuters) - Some 128 countries defied U.S. President Donald Trump on Thursday and voted in favor of a U.N. General Assembly resolution calling for Washington to drop its recent ,"Defying Trump, over 120 countries at U.N. condemn Jerusalem decision UNITED NATIONS (Reuters) - More than 120 countries defied President Donald Trump on Thursday and voted in favor of a United Nations General Assembly resolution calling for the Unite"
865,15299,0.691235650857361,1,1,"U.S., South Korea agree to revise missile treaty in face of North Korean threats SEOUL (Reuters) - U.S. President Donald Trump agreed with South Korean President Moon Jae-in to revise a joint treaty capping the development of the South s ballistic mi",North Korea missile crisis seen pushing South Korea to gun up SEOUL (Reuters) - The escalating threat arising from nuclear-armed North Korea’s recent series of missile tests is prompting South Korea to beef up its military muscle and experts warn it 
3382,23919,0.6908225069434173,1,1,"Saudi Arabia intercepts Houthi missile fired toward Riyadh; no reported casualties RIYADH (Reuters) - Saudi air defenses shot down a ballistic missile fired by Yemen s Houthi group towards Riyadh on Tuesday, the Saudi-led coalition said, in an attack","Saudi Arabia says it intercepts missile close to capital RIYADH (Reuters) - Saudi Arabia s air defense forces intercepted a ballistic missile fired from warring Yemen over the capital Riyadh on Saturday, state news agencies reported. The missile was "
3186,24093,0.6905946022068301,1,1,"Exclusive: U.S.-backed Raqqa battle should end in two months, says senior SDF commander RAQQA, Syria (Reuters) - The battle to oust Islamic State from its stronghold in the Syrian city of Raqqa should end within two months, a top-ranking Kurdish comm","Final assault on Islamic State in Raqqa to start on Sunday -commander RAQQA, Syria (Reuters) - A final assault on Islamic State s last line of defense in its former Syrian capital Raqqa should begin on Sunday night, a field commander for the U.S.-bac"
1183,4440,0.690098049195348,1,1,"Factbox: Most Democrats oppose Trump Supreme Court pick, but not all (Reuters) - Many U.S. Senate Democrats are seeking to block a confirmation vote on Neil Gorsuch, the federal appellate judge nominated by President Donald Trump to become a Supreme ",More Democratic senators oppose Trump's U.S. Supreme Court pick WASHINGTON (Reuters) - Senate Democrats on Friday stepped closer to having enough votes to block a confirmation vote on President Donald Trump’s Supreme Court nominee with three more Dem
3497,3204,0.6895851448583045,1,1,Ireland says Brexit border breakthrough 'doable' by December summit DUBLIN (Reuters) - A breakthrough on the future of the Irish border once Britain leaves the European Union is  doable  before a key EU summit in two weeks time but the negotiating te,"EU says Irish to have final say as Brexit border deadline looms DUBLIN (Reuters) - The key to British hopes of moving on to talks on trade ties with the European Union after it quits the bloc lies in Dublin, the European Council president said on Fri"
503,2123,0.6893928395703908,0,0,"ARROGANT BILL CLINTON MOCKS COAL MINERS For Supporting Trump After Hillary Promises To Shut Down Coal Industry If She’s Elected [VIDEO] The arrogance of Bill Clinton is astounding. While addressing a crowd of Hillary supporters in Pennsylvania, he mo","“Without Coal, This State Is Nothing”…WEST VIRGINIA COAL MINERS SPEAK OUT…SUPPORT TRUMP  We re going to put a lot of coal miners and coal companies out of business.    Hillary ClintonYes, that s exactly what Hillary Clinton said in March about the co"
3001,14335,0.6893016172399928,1,1,"U.S. Democrats pressure Republicans for bipartisan Zika funding WASHINGTON (Reuters) - The White House and congressional Democrats pressured Republicans on Thursday for bipartisan Zika-funding legislation, saying the public health battle against the ","U.S. lawmakers deadlock on Zika virus funds WASHINGTON (Reuters) - U.S. lawmakers deadlocked over funding to fight the Zika virus on Tuesday, as Senate Democrats blocked a Republican proposal they said fell short of the challenge posed by the mosquit"
2057,18375,0.6892051690596483,1,1,Man appears in court accused of plotting to kill British PM May LONDON (Reuters) - A man appeared in a London court on Wednesday on suspicion of plotting to kill Prime Minister Theresa May. A prosecution lawyer told Westminster Magistrates Court that,"Man accused of plotting to kill British PM May to face trial in June LONDON (Reuters) - A man accused of plotting to kill British Prime Minister Theresa May will go on trial next June for five weeks, a London court said on Wednesday. Naa imur Rahman,"
532,21240,0.6891994652354211,1,1,"Spain urges Catalonia secessionists to obey Madrid BARCELONA (Reuters) - The Spanish government has urged Catalans to accept Madrid s decision to dismiss their secessionist leadership and to take control of the restive region, as the nation s biggest","Catalonia's leaders fight off direct rule from Madrid MADRID/BARCELONA (Reuters) - Catalonia s leaders said on Saturday they would not accept direct rule imposed on the region by the Spanish government, as a political crisis that has rattled the econ"
2625,14671,0.6889376279591106,1,1,"Tanzania shuts down another 'days numbered' newspaper DAR ES SALAAM (Reuters) - Tanzania s government has closed a critical newspaper for the second time in three months, banning the weekly MwanaHalisi for two years after accusing it of inciting viol","Tanzania suspends fourth newspaper since June in media crackdown DAR ES SALAAM (Reuters) - Tanzania s government on Tuesday suspended publication of an opposition-leaning newspaper for three months, the fourth newspaper to be shut down since June in "
3270,24045,0.6883564861809892,1,0,Ex-head of Colorado Republicans charged with voter fraud DENVER (Reuters) - A Colorado talk radio host who once chaired the state Republican Party and has accused Democrats of widespread voter fraud has been charged with forging his ex-wife’s signatu,"Former Colorado GOP Leader Who Said Only Dems Commit Voter Fraud Charged With Voter Fraud Just last year before the 2016 presidential election, conservative radio host and former Colorado Republican chairman Steve Curtis said, It seems to me that vir"
1944,10956,0.688292940297643,1,1,"Trump seen replacing Yellen at Fed with NEC's Cohn: Politico WASHINGTON (Reuters) - President Donald Trump is increasingly unlikely to nominate Federal Reserve Chair Janet Yellen next year for a second term, and National Economic Council Director Gar",Trump says Yellen and Cohn possible Fed chair picks: WSJ (Reuters) - U.S. President Donald Trump named on Tuesday two possible candidates to run the Federal Reserve over the next few years: current Fed Chair Janet Yellen and Trump’s economic adviser 
1234,23478,0.6882362274246563,1,1,"Trump urges Alabama voters to back Roy Moore PENSACOLA, Fla. (Reuters) - U.S. President Donald Trump on Friday voiced support for Roy Moore, the Alabama Republican Senate candidate dogged by accusations of sexual misconduct, during a rally that fores","Trump backs Alabama Republican Senate candidate Moore WASHINGTON (Reuters) - President Donald Trump endorsed U.S. Senate candidate Roy Moore on Monday, throwing his weight behind the embattled Alabama Republican before a special election next week th"
2312,21494,0.6881873359187861,1,1,"Supreme Court temporarily blocks Louisiana abortion law WASHINGTON (Reuters) - The Supreme Court, two days after hearing a major abortion case from Texas, on Friday temporarily blocked a Louisiana law imposing regulations on doctors who perform abort","Timeline: Milestones in legal fight over Texas abortion law (Reuters) - The U.S. Supreme Court on Monday handed a victory to abortion rights advocates, striking down a Texas law imposing strict regulations on abortion doctors and facilities. Followin"
1583,16907,0.688019528279855,1,1,"Fighting kills at least 25 in oil region of South Sudan JUBA (Reuters) - Rebels in South Sudan attacked government forces in Unity State, where oil fields have been abandoned due to fighting, and 25 people including civilians were killed, a local gov","Fighting between rebel and army kills 27 in South Sudan Juba (Reuters) - Twenty-seven people were killed when rebels attacked government forces in South Sudan, a local government official said on Thursday.  Three government soldiers and 24 fighters l"
1298,9311,0.6876227837406198,1,1,"Trump's plan to slash business taxes seen as 'guidepost' by congressional Republicans WASHINGTON (Reuters) - President Donald Trump unveiled a one-page plan on Wednesday proposing deep U.S. tax cuts, many for businesses, that would make the federal d","Factbox: Many pieces to tax reform puzzle for Trump, U.S. Congress WASHINGTON (Reuters) - President Donald Trump and congressional Republicans, fresh from their failed push to repeal Obamacare, are now tackling a project that has eluded Washington fo"
2263,22816,0.6873975040788116,1,1,"China air force again flies round Taiwan, over South China Sea BEIJING (Reuters) - China s air force has again flown bombers and other warplanes through two strategic channels near Taiwan and also over the disputed South China Sea during training dri","After Taiwan alarm, China says air force drills were routine BEIJING (Reuters) - China s Defence Ministry said on Thursday that a recent series of air force exercises around self-ruled Taiwan were routine, after Taiwan s military said this month it w"
455,9893,0.6858846101707666,1,1,"Evacuated Islamic State fighters reach Syria's Deir al-Zor, pro-Damascus commander says BEIRUT (Reuters) - Buses carrying evacuated Islamic State fighters reached Syria s Deir al-Zor on Wednesday in return for releasing a Hezbollah prisoner, a comman","Syrian army, allies thrust east to break siege in Deir al-Zor city BEIRUT (Reuters) - With a sudden lunge through jihadist lines, the Syrian army and its allies on Monday came to within 3 km of relieving the Euphrates city of Deir al-Zor, where Islam"
35,8290,0.6856543783497853,1,1,Spain's Supreme Court begins rebellion proceedings against Catalan lawmakers MADRID (Reuters) - Spain s Supreme court has begun processing rebellion charges raised against Catalonia s parliament speaker Carme Forcadell as well as other senior lawmake,"Spain's prosecutor calls for rebellion, sedition  charges against Catalan leaders MADRID (Reuters) - Spain s state prosecutor on Monday called for rebellion and  sedition charges to be brought against Catalonia s leaders over their push to separate f"
539,17335,0.6855475707359716,1,1,"German FDP reject Macron's call to create joint euro zone budget BERLIN (Reuters) - A senior member of Germany s pro-business Free Democrats (FDP), a potential coalition partner for Chancellor Angela Merkel, generally welcomed French President Emmanu","Macron's Europe speech draws mixed reaction in Berlin BERLIN (Reuters) - French President Emmanuel Macron s proposals to strengthen the European Union drew mixed reaction in Germany, with a lawmaker from Chancellor Angela Merkel s Bavarian allies war"
1604,19265,0.6850977033483866,1,1,Hariri says Hezbollah must remain neutral to ensure Lebanon moves forward PARIS (Reuters) - Lebanese Prime Minister Saad al-Hariri said on Monday that the  political and militant group Hezbollah must stop interfering in regional conflicts and accept ,Lebanon's Hariri takes critical line on Hezbollah BEIRUT (Reuters) - Lebanese Prime Minister Saad al-Hariri said on Saturday that he would not accept Iran-backed Hezbollah s positions that  affect our Arab brothers or target the security and stabilit
3831,2215,0.6849883996266427,1,1,EU MPs threaten Cambodia aid and trade over crackdown PHNOM PENH (Reuters) - A European Parliament delegation warned on Tuesday that Cambodia could face EU action over aid and vital trade preferences if the human rights situation worsened further. Th,"Main Cambodian opposition leader arrested, paper shuts as crackdown grows PHNOM PENH (Reuters) - Cambodia s main opposition leader Kem Sokha was arrested and accused of treason on Sunday and a leading independent paper said it was being forced to shu"
1210,4798,0.6846180436634193,1,1,"Trump lifts refugee ban, but admissions still plummet, data shows  WASHINGTON (Reuters) - In late October, President Donald Trump lifted a temporary ban on most refugee admissions, a move that should have cleared the way for more people fleeing perse","Under Trump plan, refugees from 11 countries face additional U.S. barriers WASHINGTON/NEW YORK (Reuters) - The Trump administration will temporarily delay processing of most refugees from 11 countries identified as high-risk, while resuming refugee a"
